State,County,Trump Percent, Harris Percent
West-Virginia,Mason,78.1,20
West-Virginia,McDowell,79.4,19.1
West-Virginia,Mercer,77.9,20.6
West-Virginia,Mineral,79.4,19.2
West-Virginia,Mingo,86.3,12.5
West-Virginia,Monongalia,50.6,46.2
West-Virginia,Monroe,79.9,18.1
West-Virginia,Morgan,76.7,21.3
West-Virginia,Nicholas,79.3,19.1
West-Virginia,Ohio,62,36
West-Virginia,Pendleton,78.5,19.9
West-Virginia,Pleasants,78.6,19.6
West-Virginia,Pocahontas,74.1,23.8
West-Virginia,Preston,77.2,20.4
West-Virginia,Putnam,72.2,25.9
West-Virginia,Raleigh,76.4,22
West-Virginia,Randolph,72.1,25.9
West-Virginia,Ritchie,85.8,12.8
West-Virginia,Roane,75.9,22.1
West-Virginia,Summers,74.4,23.2
West-Virginia,Taylor,74.4,23.2
West-Virginia,Tucker,73.4,24.5
West-Virginia,Tyler,82.7,15.3
West-Virginia,Upshur,77.4,20.6
West-Virginia,Wayne,75.8,22.4
West-Virginia,Webster,82.7,16
West-Virginia,Wetzel,76.5,21
West-Virginia,Wirt,82.1,15.8
West-Virginia,Wood,70.7,27.6
West-Virginia,Wyoming,86,13
Wisconsin,Adams,60.3,34.5
Wisconsin,Ashland,46.8,51.5
Wisconsin,Barron,62.4,33.4
Wisconsin,Bayfield,43.4,54.5
Wisconsin,Brown,53,45.5
Wisconsin,Buffalo,64.4,34.1
Wisconsin,Burnett,64.8,33.9
Wisconsin,Calumet,59.2,39.3
Wisconsin,Chippewa,60.8,37.9
Wisconsin,Clark,68.3,29.4
Wisconsin,Columbia,51.5,46.9
Wisconsin,Crawford,56.2,42.4
Wisconsin,Dane,23.4,74.9
Wisconsin,Dodge,65.8,32.8
Wisconsin,Door,48.2,50.5
Wisconsin,Douglas,46.5,51.8
Wisconsin,Dunn,57.3,41.4
Wisconsin,Eau Claire,43.9,54.5
Wisconsin,Florence,74.6,24.8
Wisconsin,Fond du Lac,63.7,35
Wisconsin,Forest,66.4,33
Wisconsin,Grant,58.4,40.2
Wisconsin,Green,49.2,49.5
Wisconsin,Green Lake,67.5,31.2
Wisconsin,Iowa,45.3,52.9
Wisconsin,Iron,62.6,36.4
Wisconsin,Jackson,59.1,39.6
Wisconsin,Jefferson,57.4,41
Wisconsin,Juneau,65.5,33.4
Wisconsin,Kenosha,52.5,46.2
Wisconsin,Kewaunee,66.3,32.6
Wisconsin,La Crosse,44.5,53.9
Wisconsin,Lafayette,59.5,39.3
Wisconsin,Langlade,66.7,32.1
Wisconsin,Lincoln,61.8,36.6
Wisconsin,Manitowoc,61,37.6
Wisconsin,Marathon,58.6,40
Wisconsin,Marinette,68.3,30.4
Wisconsin,Marquette,64.1,34.5
Wisconsin,Menominee,18.8,80.5
Wisconsin,Milwaukee,29.8,68.3
Wisconsin,Monroe,62.3,36.3
Wisconsin,Oconto,71,28
Wisconsin,Oneida,58.2,40.6
Wisconsin,Outagamie,54.2,44.1
Wisconsin,Ozaukee,54.4,43.9
Wisconsin,Pepin,64.3,35
Wisconsin,Pierce,56.9,40.1
Wisconsin,Polk,64.9,33.9
Wisconsin,Portage,48.5,49.7
Wisconsin,Price,65.1,33.9
Wisconsin,Racine,52.3,46.2
Wisconsin,Richland,55.8,42.7
Wisconsin,Rock,45.5,52.8
Wisconsin,Rusk,68.5,30.4
Wisconsin,Sauk,49.9,48.3
Wisconsin,Sawyer,57.7,41.3
Wisconsin,Shawano,67.6,31.3
Wisconsin,Sheboygan,57.4,41.1
Wisconsin,St. Croix,58.6,39.4
Wisconsin,Taylor,73.5,25.3
Wisconsin,Trempealeau,60.1,38.7
Wisconsin,Vernon,53,45.2
Wisconsin,Vilas,61,37.9
Wisconsin,Walworth,60.4,38.2
Wisconsin,Washburn,63.6,35.3
Wisconsin,Washington,67.4,31.2
Wisconsin,Waukesha,59.2,39.5
Wisconsin,Waupaca,66.2,32.8
Wisconsin,Waushara,67,31.8
Wisconsin,Winnebago,51.6,46.8
Wisconsin,Wood,59.3,39.4
Wyoming,Albany,50,46.8
Wyoming,Big Horn,84.9,12.9
Wyoming,Campbell,87.3,10.9
Wyoming,Carbon,77.5,19.9
Wyoming,Converse,85.4,12.5
Wyoming,Crook,87.6,10.2
Wyoming,Fremont,66.9,30
Wyoming,Goshen,79.3,18.7
Wyoming,Hot Springs,79.5,18.6
Wyoming,Johnson,80.4,17.3
Wyoming,Laramie,64.7,32.6
Wyoming,Lincoln,82.6,15
Wyoming,Natrona,72.7,24.6
Wyoming,Niobrara,89.8,9.1
Wyoming,Park,78.1,19.5
Wyoming,Platte,81.3,16.4
Wyoming,Sheridan,73.3,23.9
Wyoming,Sublette,79.3,18.7
Wyoming,Sweetwater,75.1,22.3
Wyoming,Teton,31.1,65.8
Wyoming,Uinta,80.1,17.2
Wyoming,Washakie,80.6,16.9
Wyoming,Weston,87.4,10.8
